Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
9369607004,"Jul 1, 2023, 3:58:00 PM",Afternoon Run,Run,,4243,5.05,,,false,,HOKA Speedgoat 5 BOOM BOOMS,activities/9369607004.gpx,,,4243.0,3447.0,5055.77001953125,3.697999954223633,1.466715931892395,42.800392150878906,40.20038986206055,399.29998779296875,433.3999938964844,14.110513687133789,0.05142638832330704,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5155.10009765625,1688223616.0,3.0,24.790000915527344,26.420000076293945,19.809999465942383,0.7400000095367432,1013.6699829101562,2.690000057220459,6.0,209.0,0.0,1688204672.0,1688259456.0,0.375,,13706616.0,0.5199999809265137,5.0,0.9599999785423279,25082.380859375,4.0,,,,,0.0,1.1915555000305176,0.0,,,,5282.0,,,,,,,,""
9405369108,"Jul 7, 2023, 12:10:30 PM",Morning Run,Run,,1803,2.63,,,false,,HOKA Speedgoat 5 BOOM BOOMS,activities/9405369108.gpx,,,1803.0,1472.0,2632.679931640625,5.795000076293945,1.7885054349899292,24.544010162353516,27.144010543823242,400.6000061035156,422.79998779296875,12.141283988952637,-0.09875868260860443,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2682.60009765625,1688731136.0,3.0,19.59000015258789,20.520000457763672,18.309999465942383,0.9200000166893005,1012.469970703125,1.9600000381469727,3.9100000858306885,313.0,0.20000000298023224,1688723328.0,1688777856.0,0.625,,13706616.0,0.4000000059604645,5.0,0.9800000190734863,6688.02978515625,1.0,,,,,0.0,1.460166335105896,0.0,,,,2638.0,,,,,,,,""
9425130244,"Jul 9, 2023, 6:02:57 PM",Lunch Run,Run,,456,1.23,,,false,,HOKA Speedgoat 5 BOOM BOOMS,activities/9425130244.gpx,,,456.0,453.0,1233.6099853515625,3.648001194000244,2.723200798034668,16.1407413482666,-6.859259128570557,408.79998779296875,431.79998779296875,47.23707580566406,1.8644466400146484,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1310.5999755859375,1688925568.0,3.0,22.719999313354492,23.719999313354492,18.149999618530273,0.75,1009.9600219726562,2.809999942779541,4.849999904632568,314.0,0.30000001192092896,1688896256.0,1688950528.0,0.875,,13706616.0,0.5099999904632568,5.0,0.9800000190734863,16569.380859375,4.0,,,,,0.0,2.70528507232666,0.0,,,,1152.0,,,,,,,,""
9425245280,"Jul 10, 2023, 4:23:00 PM",Lunch Run,Run,,1168,2.67,,,false,,HOKA Speedgoat 5 BOOM BOOMS,activities/9425245280.gpx,,,1168.0,963.0,2669.159912109375,4.279992580413818,2.7717132568359375,20.106189727783203,21.70619010925293,399.29998779296875,419.8999938964844,49.95347595214844,-0.05994395539164543,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2752.39990234375,1689004800.0,1.0,22.59000015258789,22.440000534057617,13.210000038146973,0.550000011920929,1012.969970703125,3.309999942779541,6.28000020980835,324.0,0.0,1688982656.0,1689036928.0,0.875,,13706616.0,0.0,1.0,0.07999999821186066,32939.58984375,7.0,,,,,0.0,2.2852396965026855,7.800000190734863,,,,2524.0,,,,,,,,""
9511562047,"Jul 24, 2023, 11:15:47 AM",Morning Run,Run,,1881,4.47,,,false,,HOKA Speedgoat 5 BOOM BOOMS,activities/9511562047.gpx,,,1881.0,1716.0,4475.22021484375,10.410000801086426,2.6079370975494385,40.01124572753906,43.01124572753906,400.70001220703125,426.6000061035156,37.359901428222656,-0.06703580915927887,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4574.7001953125,,,,,,,,,,,,,,,,13706616.0,,,,,,,,,,0.0,2.3791706562042236,0.0,,,,4134.0,,,,,,,,""
9518285653,"Jul 25, 2023, 12:54:08 PM",Morning Run,Run,,378,1.06,,,false,,HOKA Speedgoat 5 BOOM BOOMS,activities/9518285653.gpx,,,378.0,378.0,1067.77001953125,4.165999889373779,2.8247883319854736,7.074168682098389,13.574169158935547,404.70001220703125,412.6000061035156,44.624813079833984,-0.6087453365325928,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1103.5,,,,,,,,,,,,,,,,13706616.0,,,,,,,,,,0.0,2.8247883319854736,0.0,,,,944.0,,,,,,,,""
9524448075,"Jul 26, 2023, 11:24:35 AM",Morning Run,Run,,1461,3.56,,,false,,HOKA Speedgoat 5 BOOM BOOMS,activities/9524448075.gpx,,,1461.0,1317.0,3565.550048828125,4.392001152038574,2.707327365875244,37.32035446166992,31.92035484313965,400.70001220703125,426.6000061035156,17.690439224243164,0.1514492779970169,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3664.89990234375,,,,,,,,,,,,,,,,13706616.0,,,,,,,,,,0.0,2.440485954284668,0.0,,,,3392.0,,,,,,,,""
9540290046,"Jul 29, 2023, 12:41:02 AM",Night Run,Run,,1454,3.92,,,false,,HOKA Speedgoat 5 BOOM BOOMS,activities/9540290046.gpx,,,1454.0,1375.0,3925.159912109375,6.889999866485596,2.854661703109741,40.63313293457031,38.73313522338867,399.29998779296875,426.6000061035156,14.409090042114258,0.04840566962957382,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4035.5,,,,,,,,,,,,,,,,13706616.0,,,,,,,,,,0.0,2.6995596885681152,0.0,,,,3468.0,,,,,,,,""
9543000378,"Jul 29, 2023, 12:04:54 PM",Old First Night Run 2023,Run,"",1394,4.38,,,false,,,activities/9543000378.gpx,,,1394.0,1356.0,4387.14990234375,19.158000946044922,3.235361337661743,43.307865142822266,45.13260269165039,400.6000061035156,426.6000061035156,11.705031394958496,-0.04330829903483391,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,4455.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.1471662521362305,0.0,,,,3640.0,,,,,,,,""
9555196428,"Jul 31, 2023, 11:35:01 AM",Morning Run,Run,,1269,3.57,,,false,,HOKA Speedgoat 5 BOOM BOOMS,activities/9555196428.gpx,,,1269.0,1251.0,3573.639892578125,4.758000373840332,2.856626510620117,29.21519660949707,29.515195846557617,400.70001220703125,426.6000061035156,14.648451805114746,-0.008394801989197731,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3637.699951171875,,,,,,,,,,,,,,,,13706616.0,,,,,,,,,,0.0,2.8161070346832275,0.0,,,,3294.0,,,,,,,,""
